#	Analysis ID	SNP RS	SNP Chr.	SNP Position	Probe GI	Probe Chr.	Probe Position	Gene	Gene ID	mRNA	P-value	R-squared	Description
1	5	rs6446489	4	6323464	ILMN_1798204	16	27413722	IL21R	50615		1.17e-11	0.281	interleukin 21 receptor
2	5	rs7697730	4	6324245	ILMN_1798204	16	27413722	IL21R	50615		1.17e-11	0.281	interleukin 21 receptor
3	5	rs1046319	4	6304285	ILMN_1798204	16	27413722	IL21R	50615		7.26e-11	0.2623	interleukin 21 receptor
4	2	rs12597534	16	82200275	MPHOSPH6	16	82181767	MPHOSPH6	10200		1.22e-10		M-phase phosphoprotein 6
5	5	rs3796400	4	6324802	ILMN_1798204	16	27413722	IL21R	50615		1.83e-10	0.2527	interleukin 21 receptor
6	5	rs3796403	4	6325085	ILMN_1798204	16	27413722	IL21R	50615		1.83e-10	0.2527	interleukin 21 receptor
7	5	rs3752802	10	3186306	ILMN_1698072	10	3179919	PITRM1	10531		9e-10	0.2344	pitrilysin metallopeptidase 1
8	5	rs7097793	10	3186942	ILMN_1698072	10	3179919	PITRM1	10531		9e-10	0.2344	pitrilysin metallopeptidase 1
9	5	rs3765099	10	3197591	ILMN_1698072	10	3179919	PITRM1	10531		1.4e-09	0.2297	pitrilysin metallopeptidase 1
10	5	rs10903978	10	3209749	ILMN_1698072	10	3179919	PITRM1	10531		1.52e-09	0.2288	pitrilysin metallopeptidase 1
11	5	rs11251746	10	3204934	ILMN_1698072	10	3179919	PITRM1	10531		2.19e-09	0.2249	pitrilysin metallopeptidase 1
12	5	rs7081092	10	3187257	ILMN_1698072	10	3179919	PITRM1	10531		3.7e-09	0.2192	pitrilysin metallopeptidase 1
13	6	rs11146131	10	133858635	ILMN_1784287	1	92147986	TGFBR3	7049		1.54e-08	0.2063	transforming growth factor, beta receptor III
14	5	rs1046317	4	6304241	ILMN_1798204	16	27413722	IL21R	50615		2.25e-08	0.2008	interleukin 21 receptor
15	5	rs3786047	17	4615097	ILMN_1698072	10	3179919	PITRM1	10531		2.28e-08	0.1993	pitrilysin metallopeptidase 1
16	5	rs4688993	4	6321395	ILMN_1798204	16	27413722	IL21R	50615		2.76e-08	0.1985	interleukin 21 receptor
17	5	rs4234733	4	6316380	ILMN_1798204	16	27413722	IL21R	50615		3e-08	0.1976	interleukin 21 receptor
18	5	rs10804976	4	6315953	ILMN_1798204	16	27413722	IL21R	50615		3.52e-08	0.1958	interleukin 21 receptor
19	4	rs7097793	10	3186942	ILMN_1698072	10	3179919	PITRM1	10531		3.56e-08	0.1944	pitrilysin metallopeptidase 1
20	4	rs3752802	10	3186306	ILMN_1698072	10	3179919	PITRM1	10531		3.56e-08	0.1944	pitrilysin metallopeptidase 1
21	5	rs3796398	4	6324784	ILMN_1798204	16	27413722	IL21R	50615		3.57e-08	0.1956	interleukin 21 receptor
22	5	rs6446490	4	6324646	ILMN_1798204	16	27413722	IL21R	50615		3.57e-08	0.1956	interleukin 21 receptor
23	4	rs10903978	10	3209749	ILMN_1698072	10	3179919	PITRM1	10531		3.65e-08	0.1941	pitrilysin metallopeptidase 1
24	4	rs3765099	10	3197591	ILMN_1698072	10	3179919	PITRM1	10531		4.17e-08	0.1926	pitrilysin metallopeptidase 1
25	2	rs6697764	1	94738845	BC039544	16	82660578	CDH13	1012		1.61e-06		cadherin 13, H-cadherin (heart)
26	2	rs2277849	15	84639349	AK097545	10	3179920	PITRM1	10531		3.1e-06		pitrilysin metallopeptidase 1
27	1	rs11599465	10	3867801	ENSE00001486888	10	3822519	KLF6	1316		6.56423551e-06		Kruppel-like factor 6
28	1	rs11599465	10	3867801	ENSE00001094752	10	3823833	KLF6	1316	NM_001300.4	8.543446738e-06		Kruppel-like factor 6
29	1	rs11594834	10	3867783	ENSE00001486888	10	3822519	KLF6	1316		1.2259641205e-05		Kruppel-like factor 6
30	1	rs11594834	10	3867783	ENSE00001094752	10	3823833	KLF6	1316	NM_001300.4	1.7176353336e-05		Kruppel-like factor 6
31	2	rs11251728	10	3163451	PITRM1	10	3179920	PITRM1	10531		3.49e-05		pitrilysin metallopeptidase 1
32	2	rs2017288	10	3534628	KLF6	10	3821234	KLF6	1316		4.99e-05		Kruppel-like factor 6
33	2	rs7104877	11	68377601	LRP5	11	68080108	LRP5	4041		0.00312		low density lipoprotein receptor-related protein 5
34	2	rs12597534	16	82200275	CDH13	16	82660578	CDH13	1012		0.00387		cadherin 13, H-cadherin (heart)
